"HS_ID","ID","PF","WATER_CONTENT"
20,"73","2.341","34.73"
20,"73","2.364","34.25"
20,"73","2.387","33.78"
20,"73","2.408","33.33"
20,"73","2.429","32.9"
20,"73","2.449","32.48"
20,"73","2.469","32.07"
20,"73","2.487","31.67"
20,"73","2.505","31.28"
20,"73","2.523","30.9"
20,"73","2.54","30.51"
20,"73","2.556","30.12"
20,"73","2.573","29.73"
20,"73","2.592","29.36"
20,"73","2.61","29.01"
20,"73",".107","87.73"
20,"73",".135","87.61"
20,"73",".311","87.36"
20,"73",".445","87.08"
20,"73",".552","86.77"
20,"73",".656","86.42"
20,"73",".755","86.05"
20,"73",".82","85.65"
20,"73",".847","85.22"
20,"73",".863","84.77"
20,"73",".876","84.3"
20,"73",".89","83.8"
20,"73",".91","83.29"
20,"73",".936","82.74"
20,"73","2.628","28.67"
20,"73","2.645","28.33"
20,"73","2.663","28"
20,"73","2.682","27.67"
20,"73","2.7","27.34"
20,"73","2.718","27.01"
20,"73","2.737","26.69"
20,"73","2.756","26.37"
20,"73","2.776","26.04"
20,"73","2.796","25.72"
20,"73","2.816","25.39"
20,"73","2.836","25.07"
20,"73","2.857","24.74"
20,"73","2.879","24.41"
20,"73","2.903","24.07"
20,"73","3.334","18.8"
20,"73",".963","82.17"
20,"73",".987","81.58"
20,"73","1.005","80.96"
20,"73","1.019","80.31"
20,"73","1.031","79.64"
20,"73","1.041","78.95"
20,"73","1.05","78.23"
20,"73","1.059","77.49"
20,"73","1.07","76.73"
20,"73","1.085","75.94"
20,"73","1.101","75.13"
20,"73","1.116","74.3"
20,"73","1.129","73.45"
20,"73","1.142","72.57"
20,"73","1.156","71.68"
20,"73","1.171","70.76"
20,"73","1.186","69.82"
20,"73","1.202","68.86"
20,"73","1.219","67.88"
20,"73","1.238","66.88"
20,"73","1.256","65.85"
20,"73","1.276","64.81"
20,"73","1.298","63.74"
20,"73","1.32","62.65"
20,"73","1.344","61.54"
20,"73","1.369","60.41"
20,"73","1.396","59.26"
20,"73","1.424","58.08"
20,"73","1.454","56.87"
20,"73","1.486","55.64"
20,"73","1.52","54.39"
20,"73","1.556","53.1"
20,"73","1.596","51.8"
20,"73","1.64","50.49"
20,"73","1.689","49.14"
20,"73","1.742","47.73"
20,"73","1.8","46.27"
20,"73","1.863","44.8"
20,"73","1.928","43.37"
20,"73","1.992","42.04"
20,"73","2.05","40.87"
20,"73","2.098","39.85"
20,"73","2.138","38.93"
20,"73","2.174","38.13"
20,"73","2.206","37.46"
20,"73","2.237","36.87"
20,"73","2.265","36.3"
20,"73","2.292","35.76"
21,"31","2.501","34.85"
21,"31","2.526","34.29"
21,"31","2.551","33.75"
21,"31","2.577","33.21"
21,"31","2.603","32.74"
21,"31","2.628","32.36"
21,"31","2.652","31.99"
21,"31","2.678","31.62"
21,"31","2.707","31.26"
21,"31","2.735","30.91"
21,"31","2.759","30.56"
21,"31","2.782","30.22"
21,"31","2.802","29.88"
21,"31","2.822","29.55"
21,"31","2.841","29.22"
21,"31","2.86","28.9"
21,"31","2.877","28.58"
21,"31","2.893","28.27"
21,"31","2.908","27.96"
21,"31","2.924","27.65"
21,"31","2.94","27.35"
21,"31","2.957","27.06"
21,"31","2.974","26.77"
21,"31","2.991","26.48"
21,"31","3.008","26.19"
21,"31","3.025","25.91"
21,"31","3.042","25.63"
21,"31","3.591","16.43"
21,"31",".332","83.84"
21,"31",".329","83.68"
21,"31",".549","83.34"
21,"31",".679","82.98"
21,"31",".75","82.59"
21,"31",".775","82.18"
21,"31",".784","81.75"
21,"31",".814","81.3"
21,"31",".851","80.85"
21,"31",".866","80.4"
21,"31",".873","79.94"
21,"31",".897","79.46"
21,"31",".92","78.96"
21,"31",".929","78.44"
21,"31",".943","77.91"
21,"31",".957","77.37"
21,"31",".972","76.81"
21,"31",".983","76.24"
21,"31",".994","75.66"
21,"31","1.012","75.07"
21,"31","1.025","74.47"
21,"31","1.041","73.85"
21,"31","1.039","73.23"
21,"31","1.046","72.59"
21,"31","1.074","71.94"
21,"31","1.088","71.28"
21,"31","1.097","70.61"
21,"31","1.11","69.93"
21,"31","1.126","69.23"
21,"31","1.14","68.51"
21,"31","1.154","67.77"
21,"31","1.169","67.02"
21,"31","1.184","66.24"
21,"31","1.2","65.43"
21,"31","1.217","64.6"
21,"31","1.235","63.73"
21,"31","1.252","62.82"
21,"31","1.271","61.87"
21,"31","1.292","60.87"
21,"31","1.311","59.83"
21,"31","1.332","58.75"
21,"31","1.359","57.64"
21,"31","1.392","56.49"
21,"31","1.432","55.31"
21,"31","1.476","54.09"
21,"31","1.527","52.79"
21,"31","1.584","51.4"
21,"31","1.648","50.02"
21,"31","1.717","48.78"
21,"31","1.792","47.69"
21,"31","1.869","46.64"
21,"31","1.947","45.62"
21,"31","2.021","44.62"
21,"31","2.086","43.64"
21,"31","2.144","42.69"
21,"31","2.196","41.76"
21,"31","2.243","40.86"
21,"31","2.285","39.99"
21,"31","2.325","39.15"
21,"31","2.361","38.34"
21,"31","2.395","37.56"
21,"31","2.426","36.81"
21,"31","2.455","36.1"
21,"31","2.479","35.44"
21,"61","1.554","51.72"
21,"61","1.602","50.87"
21,"61","1.652","50"
21,"61","1.703","49.13"
21,"61","1.756","48.26"
21,"61","1.811","47.39"
21,"61","1.867","46.51"
21,"61","1.922","45.65"
21,"61","1.976","44.8"
21,"61","2.029","43.96"
21,"61","2.078","43.15"
21,"61","2.124","42.36"
21,"61","2.167","41.61"
21,"61","2.207","40.89"
21,"61","2.243","40.22"
21,"61","2.278","39.59"
21,"61","2.312","39.02"
21,"61","2.344","38.48"
21,"61","2.374","37.98"
21,"61","2.403","37.48"
21,"61","2.43","37"
21,"61","2.457","36.51"
21,"61","2.483","36.05"
21,"61","2.509","35.63"
21,"61","2.535","35.24"
21,"61","2.56","34.86"
21,"61","2.584","34.49"
21,"61","2.605","34.13"
21,"61","2.626","33.78"
21,"61","2.646","33.43"
21,"61","3.639","18.96"
21,"61",".007","79.8"
21,"61",".06","79.61"
21,"61",".007","79.8"
21,"61",".032","78.83"
21,"61",".175","78.43"
21,"61",".227","78"
21,"61",".267","77.57"
21,"61",".315","77.12"
21,"61",".37","76.66"
21,"61",".421","76.18"
21,"61",".46","75.7"
21,"61",".493","75.2"
21,"61",".522","74.69"
21,"61",".549","74.17"
21,"61",".576","73.63"
21,"61",".608","73.08"
21,"61",".644","72.53"
21,"61",".678","71.96"
21,"61",".706","71.38"
21,"61",".735","70.79"
21,"61",".766","70.19"
21,"61",".797","69.58"
21,"61",".825","68.96"
21,"61",".854","68.32"
21,"61",".886","67.68"
21,"61",".916","67.03"
21,"61",".944","66.37"
21,"61",".97","65.7"
21,"61",".995","65.03"
21,"61","1.019","64.34"
21,"61","1.043","63.65"
21,"61","1.067","62.95"
21,"61","1.089","62.25"
21,"61","1.109","61.55"
21,"61","1.126","60.84"
21,"61","1.145","60.13"
21,"61","1.167","59.42"
21,"61","1.193","58.7"
21,"61","1.222","57.97"
21,"61","1.254","57.24"
21,"61","1.288","56.5"
21,"61","1.326","55.75"
21,"61","1.368","54.98"
21,"61","1.412","54.2"
21,"61","1.458","53.39"
21,"61","1.506","52.56"
21,"8","1.984","42.72"
21,"8","2.056","41.68"
21,"8","2.126","40.65"
21,"8","2.192","39.66"
21,"8","2.254","38.72"
21,"8","2.31","37.85"
21,"8","2.362","37.01"
21,"8","2.41","36.25"
21,"8","2.453","35.54"
21,"8","2.493","34.85"
21,"8","2.531","34.22"
21,"8","2.566","33.64"
21,"8","2.6","33.07"
21,"8","2.63","32.52"
21,"8","2.66","32.01"
21,"8","2.688","31.5"
21,"8","2.716","31"
21,"8","2.743","30.51"
21,"8","2.77","30.05"
21,"8","2.797","29.59"
21,"8","2.822","29.15"
21,"8","2.846","28.72"
21,"8","2.869","28.29"
21,"8","2.89","27.89"
21,"8","2.911","27.49"
21,"8","2.932","27.07"
21,"8","2.953","26.67"
21,"8","2.975","26.3"
21,"8","2.997","25.93"
21,"8","3.019","25.55"
21,"8","3.044","25.19"
21,"8","3.07","24.83"
21,"8","3.565","18.33"
21,"8",".081","84.57"
21,"8",".013","84.37"
21,"8",".167","84.21"
21,"8",".263","84.04"
21,"8",".344","83.86"
21,"8",".421","83.67"
21,"8",".503","83.45"
21,"8",".582","83.2"
21,"8",".638","82.93"
21,"8",".69","82.66"
21,"8",".737","82.39"
21,"8",".785","82.07"
21,"8",".833","81.72"
21,"8",".867","81.36"
21,"8",".876","80.97"
21,"8",".87","80.58"
21,"8",".868","80.17"
21,"8",".89","79.76"
21,"8",".921","79.33"
21,"8",".922","78.88"
21,"8",".906","78.41"
21,"8",".911","77.93"
21,"8",".936","77.43"
21,"8",".951","76.9"
21,"8",".958","76.36"
21,"8",".969","75.8"
21,"8",".98","75.24"
21,"8",".987","74.64"
21,"8",".996","74.04"
21,"8","1.008","73.42"
21,"8","1.019","72.78"
21,"8","1.031","72.12"
21,"8","1.043","71.43"
21,"8","1.052","70.72"
21,"8","1.058","70.01"
21,"8","1.073","69.29"
21,"8","1.087","68.56"
21,"8","1.097","67.83"
21,"8","1.108","67.13"
21,"8","1.121","66.36"
21,"8","1.136","65.5"
21,"8","1.15","64.7"
21,"8","1.164","63.87"
21,"8","1.178","63.02"
21,"8","1.194","62.16"
21,"8","1.211","61.3"
21,"8","1.228","60.43"
21,"8","1.247","59.54"
21,"8","1.268","58.64"
21,"8","1.291","57.72"
21,"8","1.314","56.8"
21,"8","1.34","55.85"
21,"8","1.368","54.88"
21,"8","1.399","53.92"
21,"8","1.433","52.95"
21,"8","1.47","51.96"
21,"8","1.509","50.97"
21,"8","1.554","49.94"
21,"8","1.601","48.92"
21,"8","1.653","47.91"
21,"8","1.71","46.88"
21,"8","1.772","45.85"
21,"8","1.839","44.82"
21,"8","1.911","43.77"
22,"102","3.004","23.83"
22,"102",".054","87.51"
22,"102",".083","87.45"
22,"102",".251","87.32"
22,"102",".389","87.16"
22,"102",".518","86.97"
22,"102",".639","86.75"
22,"102",".757","86.49"
22,"102",".863","86.21"
22,"102",".947","85.89"
22,"102","1.014","85.55"
22,"102","1.069","85.17"
22,"102","1.11","84.76"
22,"102","1.138","84.33"
22,"102","1.159","83.86"
22,"102","1.177","83.37"
22,"102","1.193","82.85"
22,"102","1.208","82.3"
22,"102","1.221","81.72"
22,"102","1.232","81.12"
22,"102","1.243","80.49"
22,"102","1.256","79.83"
22,"102","1.269","79.15"
22,"102","1.284","78.44"
22,"102","1.296","77.71"
22,"102","1.304","76.96"
22,"102","1.316","76.19"
22,"102","1.33","75.39"
22,"102","1.344","74.57"
22,"102","1.359","73.73"
22,"102","1.374","72.87"
22,"102","1.389","71.99"
22,"102","1.405","71.09"
22,"102","1.421","70.17"
22,"102","3.411","20.09"
22,"102","1.437","69.23"
22,"102","1.453","68.28"
22,"102","1.468","67.31"
22,"102","1.484","66.33"
22,"102","1.5","65.35"
22,"102","1.516","64.36"
22,"102","1.528","63.38"
22,"102","1.541","62.38"
22,"102","1.557","61.36"
22,"102","1.574","60.32"
22,"102","1.594","59.25"
22,"102","1.616","58.14"
22,"102","1.641","56.96"
22,"102","1.668","55.74"
22,"102","1.696","54.48"
22,"102","1.726","53.18"
22,"102","1.757","51.85"
22,"102","1.79","50.51"
22,"102","1.826","49.16"
22,"102","1.865","47.82"
22,"102","1.907","46.5"
22,"102","1.951","45.21"
22,"102","1.994","43.97"
22,"102","2.035","42.8"
22,"102","2.072","41.72"
22,"102","2.104","40.74"
22,"102","2.134","39.83"
22,"102","2.163","39"
22,"102","2.189","38.24"
22,"102","2.216","37.53"
22,"102","2.242","36.9"
22,"102","2.269","36.34"
22,"102","2.296","35.82"
22,"102","2.321","35.31"
22,"102","2.344","34.82"
22,"102","2.368","34.34"
22,"102","2.39","33.88"
22,"102","2.412","33.42"
22,"102","2.434","32.98"
22,"102","2.455","32.54"
22,"102","2.475","32.09"
22,"102","2.495","31.65"
22,"102","2.515","31.22"
22,"102","2.536","30.8"
22,"102","2.556","30.4"
22,"102","2.577","30"
22,"102","2.6","29.61"
22,"102","2.625","29.21"
22,"102","2.65","28.83"
22,"102","2.674","28.44"
22,"102","2.698","28.06"
22,"102","2.723","27.67"
22,"102","2.748","27.29"
22,"102","2.772","26.91"
22,"102","2.796","26.54"
22,"102","2.821","26.17"
22,"102","2.845","25.82"
22,"102","2.866","25.51"
22,"102","2.886","25.23"
22,"102","2.91","24.95"
22,"102","2.933","24.67"
22,"102","2.957","24.39"
22,"102","2.981","24.11"
22,"32","2.3","33.84"
22,"32","2.318","33.45"
22,"32","2.336","33.06"
22,"32","2.354","32.67"
22,"32","2.372","32.3"
22,"32","2.39","31.94"
22,"32","2.408","31.59"
22,"32","2.425","31.24"
22,"32","2.443","30.9"
22,"32","2.461","30.56"
22,"32","2.478","30.23"
22,"32","2.495","29.9"
22,"32","2.513","29.57"
22,"32","2.531","29.25"
22,"32","2.551","28.93"
22,"32","2.569","28.61"
22,"32","2.587","28.29"
22,"32","2.605","27.99"
22,"32","2.623","27.69"
22,"32","2.641","27.39"
22,"32","2.658","27.1"
22,"32","2.677","26.82"
22,"32","2.697","26.53"
22,"32","2.718","26.25"
22,"32","2.738","25.96"
22,"32","2.758","25.67"
22,"32","2.779","25.37"
22,"32","2.802","25.08"
22,"32","2.825","24.78"
22,"32","2.848","24.48"
22,"32","2.871","24.18"
22,"32","3.376","18.96"
22,"32",".162","85.52"
22,"32",".238","85.4"
22,"32",".424","85.15"
22,"32",".57","84.86"
22,"32",".694","84.53"
22,"32",".802","84.17"
22,"32",".9","83.78"
22,"32","1.003","83.35"
22,"32","1.1","82.9"
22,"32","1.158","82.43"
22,"32","1.173","81.92"
22,"32","1.173","81.39"
22,"32","1.174","80.83"
22,"32","1.181","80.23"
22,"32","1.203","79.61"
22,"32","1.229","78.95"
22,"32","1.246","78.27"
22,"32","1.257","77.56"
22,"32","1.266","76.82"
22,"32","1.273","76.06"
22,"32","1.283","75.27"
22,"32","1.297","74.45"
22,"32","1.311","73.6"
22,"32","1.323","72.73"
22,"32","1.333","71.84"
22,"32","1.345","70.92"
22,"32","1.357","69.97"
22,"32","1.371","69"
22,"32","1.386","68.01"
22,"32","1.402","66.99"
22,"32","1.418","65.95"
22,"32","1.436","64.88"
22,"32","1.455","63.79"
22,"32","1.475","62.67"
22,"32","1.496","61.53"
22,"32","1.519","60.37"
22,"32","1.543","59.18"
22,"32","1.568","57.97"
22,"32","1.594","56.74"
22,"32","1.621","55.51"
22,"32","1.651","54.27"
22,"32","1.682","53.01"
22,"32","1.716","51.73"
22,"32","1.753","50.43"
22,"32","1.792","49.12"
22,"32","1.834","47.74"
22,"32","1.878","46.32"
22,"32","1.922","45.05"
22,"32","1.963","44.03"
22,"32","1.999","43.12"
22,"32","2.03","42.24"
22,"32","2.057","41.4"
22,"32","2.081","40.59"
22,"32","2.104","39.81"
22,"32","2.126","39.07"
22,"32","2.148","38.35"
22,"32","2.168","37.68"
22,"32","2.188","37.03"
22,"32","2.207","36.42"
22,"32","2.226","35.83"
22,"32","2.244","35.28"
22,"32","2.262","34.75"
22,"32","2.28","34.27"
22,"8","1.515","62.28"
22,"8","1.533","61.16"
22,"8","1.552","60"
22,"8","1.573","58.81"
22,"8","1.594","57.58"
22,"8","1.617","56.31"
22,"8","1.641","55.02"
22,"8","1.669","53.72"
22,"8","1.7","52.4"
22,"8","1.735","51.05"
22,"8","1.774","49.62"
22,"8","1.818","48.13"
22,"8","1.865","46.81"
22,"8","1.915","45.72"
22,"8","1.964","44.72"
22,"8","2.008","43.76"
22,"8","2.044","42.83"
22,"8","2.074","41.93"
22,"8","2.101","41.07"
22,"8","2.126","40.24"
22,"8","2.149","39.45"
22,"8","2.17","38.69"
22,"8","2.191","37.97"
22,"8","2.212","37.28"
22,"8","2.231","36.62"
22,"8","2.249","35.99"
22,"8","2.265","35.4"
22,"8","2.279","34.87"
22,"8","2.293","34.4"
22,"8","2.312","33.93"
22,"8","2.334","33.49"
22,"8","2.353","33.09"
22,"8","2.372","32.74"
22,"8","2.391","32.41"
22,"8","2.409","32.09"
22,"8","2.427","31.77"
22,"8","2.444","31.45"
22,"8","2.461","31.14"
22,"8","2.478","30.83"
22,"8","2.494","30.52"
22,"8","2.511","30.22"
22,"8","2.528","29.92"
22,"8","2.544","29.62"
22,"8","2.558","29.33"
22,"8","2.575","29.03"
22,"8","2.592","28.74"
22,"8","2.608","28.46"
22,"8","2.625","28.17"
22,"8","2.641","27.89"
22,"8","2.658","27.61"
22,"8","2.675","27.33"
22,"8","2.692","27.05"
22,"8","2.709","26.77"
22,"8","2.726","26.5"
22,"8","2.743","26.22"
22,"8","2.76","25.94"
22,"8","2.776","25.66"
22,"8","2.793","25.37"
22,"8","2.81","25.09"
22,"8","2.828","24.8"
22,"8","2.847","24.5"
22,"8","3.545","17.78"
22,"8",".143","87.24"
22,"8",".141","87.08"
22,"8",".38","86.74"
22,"8",".56","86.35"
22,"8",".709","85.93"
22,"8",".842","85.47"
22,"8",".964","84.95"
22,"8","1.062","84.4"
22,"8","1.137","83.81"
22,"8","1.192","83.18"
22,"8","1.218","82.52"
22,"8","1.19","81.83"
22,"8","1.189","81.13"
22,"8","1.231","80.43"
22,"8","1.254","79.71"
22,"8","1.271","78.97"
22,"8","1.28","78.21"
22,"8","1.291","77.42"
22,"8","1.307","76.61"
22,"8","1.32","75.78"
22,"8","1.332","74.93"
22,"8","1.344","74.06"
22,"8","1.357","73.18"
22,"8","1.371","72.28"
22,"8","1.383","71.36"
22,"8","1.396","70.42"
22,"8","1.409","69.47"
22,"8","1.423","68.5"
22,"8","1.437","67.52"
22,"8","1.451","66.51"
22,"8","1.465","65.49"
22,"8","1.481","64.44"
22,"8","1.497","63.37"
23,"19","1.511","52.93"
23,"19","1.532","52.03"
23,"19","1.553","51.1"
23,"19","1.576","50.14"
23,"19","1.597","49.16"
23,"19","1.62","48.15"
23,"19","1.643","47.13"
23,"19","1.668","46.09"
23,"19","1.696","45.05"
23,"19","1.726","44.01"
23,"19","1.757","42.96"
23,"19","1.79","41.92"
23,"19","1.825","40.95"
23,"19","1.863","40.05"
23,"19","1.901","39.16"
23,"19","1.939","38.27"
23,"19","1.978","37.4"
23,"19","2.016","36.53"
23,"19","2.056","35.68"
23,"19","2.099","34.84"
23,"19","2.143","34.03"
23,"19","2.188","33.24"
23,"19","2.233","32.49"
23,"19","2.275","31.78"
23,"19","2.315","31.11"
23,"19","2.352","30.49"
23,"19","2.386","29.94"
23,"19","2.417","29.45"
23,"19","2.446","29.02"
23,"19","2.476","28.61"
23,"19","2.505","28.23"
23,"19","2.534","27.86"
23,"19","2.561","27.52"
23,"19","2.589","27.21"
23,"19","2.617","26.9"
23,"19","2.644","26.6"
23,"19","2.671","26.3"
23,"19","2.695","26.01"
23,"19","2.717","25.73"
23,"19","2.74","25.45"
23,"19","2.762","25.19"
23,"19","2.783","24.92"
23,"19","2.805","24.66"
23,"19","2.826","24.41"
23,"19","2.845","24.17"
23,"19","2.862","23.93"
23,"19","2.881","23.71"
23,"19","2.9","23.5"
23,"19","2.921","23.3"
23,"19","2.94","23.1"
23,"19","2.96","22.9"
23,"19","3.429","17.49"
23,"19",".095","78.77"
23,"19",".406","78.13"
23,"19",".613","77.67"
23,"19",".732","77.19"
23,"19",".832","76.68"
23,"19",".893","76.16"
23,"19",".904","75.61"
23,"19",".87","75.04"
23,"19",".877","74.46"
23,"19",".972","73.85"
23,"19","1.019","73.23"
23,"19","1.047","72.6"
23,"19","1.082","71.97"
23,"19","1.107","71.32"
23,"19","1.13","70.68"
23,"19","1.153","70.06"
23,"19","1.162","69.44"
23,"19","1.171","68.79"
23,"19","1.192","68.11"
23,"19","1.212","67.41"
23,"19","1.229","66.72"
23,"19","1.248","66.04"
23,"19","1.267","65.35"
23,"19","1.283","64.65"
23,"19","1.299","63.95"
23,"19","1.316","63.23"
23,"19","1.331","62.51"
23,"19","1.344","61.77"
23,"19","1.356","61.03"
23,"19","1.369","60.27"
23,"19","1.383","59.51"
23,"19","1.397","58.73"
23,"19","1.411","57.95"
23,"19","1.425","57.15"
23,"19","1.44","56.34"
23,"19","1.457","55.51"
23,"19","1.474","54.67"
23,"19","1.492","53.81"
23,"61","1.47","54.89"
23,"61","1.49","53.81"
23,"61","1.51","52.71"
23,"61","1.532","51.61"
23,"61","1.553","50.5"
23,"61","1.575","49.41"
23,"61","1.598","48.32"
23,"61","1.622","47.24"
23,"61","1.648","46.17"
23,"61","1.677","45.08"
23,"61","1.711","43.97"
23,"61","1.747","42.89"
23,"61","1.785","41.84"
23,"61","1.825","40.76"
23,"61","1.868","39.67"
23,"61","1.914","38.57"
23,"61","1.964","37.46"
23,"61","2.018","36.37"
23,"61","2.075","35.29"
23,"61","2.133","34.24"
23,"61","2.191","33.22"
23,"61","2.249","32.25"
23,"61","2.304","31.35"
23,"61","2.352","30.51"
23,"61","2.394","29.76"
23,"61","2.433","29.11"
23,"61","2.469","28.55"
23,"61","2.503","28.06"
23,"61","2.534","27.62"
23,"61","2.563","27.21"
23,"61","2.591","26.83"
23,"61","2.62","26.47"
23,"61","2.649","26.11"
23,"61","2.677","25.76"
23,"61","2.702","25.43"
23,"61","2.727","25.1"
23,"61","2.75","24.78"
23,"61","2.772","24.47"
23,"61","2.795","24.17"
23,"61","2.816","23.87"
23,"61","2.838","23.58"
23,"61","2.858","23.29"
23,"61","2.876","23.01"
23,"61","2.894","22.73"
23,"61","2.913","22.47"
23,"61","2.932","22.21"
23,"61","2.95","21.95"
23,"61","2.968","21.71"
23,"61","2.986","21.47"
23,"61","3.006","21.25"
23,"61","3.026","21.03"
23,"61","3.045","20.81"
23,"61","3.063","20.6"
23,"61","3.082","20.38"
23,"61","3.101","20.17"
23,"61","3.516","16.53"
23,"61",".064","79.85"
23,"61",".087","79.72"
23,"61",".304","79.45"
23,"61",".454","79.14"
23,"61",".578","78.81"
23,"61",".681","78.46"
23,"61",".768","78.08"
23,"61",".837","77.67"
23,"61",".911","77.25"
23,"61",".985","76.81"
23,"61","1.027","76.37"
23,"61",".977","75.9"
23,"61",".951","75.41"
23,"61","1.015","74.9"
23,"61","1.051","74.36"
23,"61","1.066","73.8"
23,"61","1.084","73.21"
23,"61","1.107","72.61"
23,"61","1.117","71.98"
23,"61","1.09","71.32"
23,"61","1.106","70.65"
23,"61","1.161","69.95"
23,"61","1.183","69.23"
23,"61","1.204","68.49"
23,"61","1.226","67.73"
23,"61","1.244","66.95"
23,"61","1.261","66.14"
23,"61","1.281","65.32"
23,"61","1.299","64.48"
23,"61","1.314","63.61"
23,"61","1.331","62.73"
23,"61","1.347","61.82"
23,"61","1.364","60.9"
23,"61","1.382","59.95"
23,"61","1.399","58.98"
23,"61","1.417","57.99"
23,"61","1.434","56.98"
23,"61","1.452","55.94"
23,"73","1.805","41.29"
23,"73","1.84","40.42"
23,"73","1.872","39.58"
23,"73","1.907","38.73"
23,"73","1.945","37.88"
23,"73","1.986","37.03"
23,"73","2.029","36.21"
23,"73","2.073","35.38"
23,"73","2.119","34.53"
23,"73","2.168","33.67"
23,"73","2.218","32.81"
23,"73","2.272","31.97"
23,"73","2.327","31.15"
23,"73","2.382","30.36"
23,"73","2.434","29.63"
23,"73","2.482","28.97"
23,"73","2.525","28.38"
23,"73","2.564","27.89"
23,"73",".09","76.27"
23,"73",".183","75.89"
23,"73",".461","75.61"
23,"73",".604","75.32"
23,"73",".714","75.02"
23,"73",".805","74.7"
23,"73",".863","74.39"
23,"73",".913","74.08"
23,"73","2.6","27.46"
23,"73","2.635","27.04"
23,"73","2.668","26.65"
23,"73","2.701","26.29"
23,"73","2.733","25.95"
23,"73","2.764","25.63"
23,"73","2.792","25.31"
23,"73","2.82","25"
23,"73","2.846","24.69"
23,"73","2.871","24.38"
23,"73","2.893","24.08"
23,"73","2.914","23.85"
23,"73","2.936","23.68"
23,"73","2.953","23.48"
23,"73","2.969","23.28"
23,"73","2.991","23.07"
23,"73","3.01","22.85"
23,"73","3.507","18.05"
23,"73",".957","73.77"
23,"73",".955","73.46"
23,"73",".962","73.13"
23,"73",".997","72.8"
23,"73","1.022","72.44"
23,"73","1.03","72.06"
23,"73","1.038","71.67"
23,"73","1.037","71.26"
23,"73","1.051","70.84"
23,"73","1.08","70.41"
23,"73","1.086","69.96"
23,"73","1.097","69.5"
23,"73","1.073","69.02"
23,"73","1.076","68.53"
23,"73","1.112","68.02"
23,"73","1.12","67.5"
23,"73","1.139","66.96"
23,"73","1.156","66.4"
23,"73","1.172","65.82"
23,"73","1.187","65.22"
23,"73","1.203","64.59"
23,"73","1.222","63.94"
23,"73","1.24","63.27"
23,"73","1.258","62.56"
23,"73","1.278","61.83"
23,"73","1.296","61.06"
23,"73","1.314","60.24"
23,"73","1.332","59.35"
23,"73","1.35","58.4"
23,"73","1.367","57.47"
23,"73","1.384","56.57"
23,"73","1.402","55.71"
23,"73","1.42","54.86"
23,"73","1.438","53.99"
23,"73","1.457","53.1"
23,"73","1.477","52.17"
23,"73","1.498","51.22"
23,"73","1.519","50.24"
23,"73","1.542","49.25"
23,"73","1.566","48.24"
23,"73","1.593","47.22"
23,"73","1.623","46.2"
23,"73","1.655","45.18"
23,"73","1.69","44.18"
23,"73","1.727","43.18"
23,"73","1.767","42.22"
24,"141","1.486","70.62"
24,"141","1.52","69.77"
24,"141","1.554","68.88"
24,"141","1.585","67.91"
24,"141","1.614","66.87"
24,"141","1.643","65.8"
24,"141","1.671","64.76"
24,"141","1.698","63.76"
24,"141","1.724","62.76"
24,"141","1.75","61.74"
24,"141","1.775","60.69"
24,"141","1.799","59.6"
24,"141","1.824","58.48"
24,"141","1.848","57.34"
24,"141","1.873","56.17"
24,"141","1.901","54.99"
24,"141","1.93","53.8"
24,"141","1.961","52.62"
24,"141","1.994","51.46"
24,"141","2.03","50.32"
24,"141","2.067","49.22"
24,"141","2.1","48.19"
24,"141","2.129","47.22"
24,"141","2.159","46.25"
24,"141","2.191","45.26"
24,"141","2.224","44.27"
24,"141","2.255","43.26"
24,"141","2.284","42.24"
24,"141","2.311","41.18"
24,"141","2.336","40.1"
24,"141","2.363","39.01"
24,"141","2.392","37.93"
24,"141","2.424","36.87"
24,"141","2.458","35.85"
24,"141","2.493","34.88"
24,"141","2.526","33.99"
24,"141","2.557","33.19"
24,"141","2.586","32.46"
24,"141","2.614","31.79"
24,"141","2.642","31.19"
24,"141","2.668","30.64"
24,"141","2.694","30.11"
24,"141","2.719","29.61"
24,"141","2.742","29.13"
24,"141","2.766","28.67"
24,"141","2.788","28.24"
24,"141","2.809","27.85"
24,"141","2.828","27.53"
24,"141","2.847","27.24"
24,"141","2.866","26.94"
24,"141","2.885","26.62"
24,"141","2.905","26.29"
24,"141","2.923","25.94"
24,"141","2.943","25.58"
24,"141","2.965","25.21"
24,"141","2.986","24.82"
24,"141","3.005","24.43"
24,"141","3.025","24.03"
24,"141","3.048","23.63"
24,"141","3.07","23.22"
24,"141","3.093","22.82"
24,"141","3.115","22.42"
24,"141","3.576","17.3"
24,"141",".127","85.25"
24,"141",".071","85.15"
24,"141",".264","84.93"
24,"141",".413","84.68"
24,"141",".536","84.41"
24,"141",".637","84.13"
24,"141",".73","83.83"
24,"141",".816","83.51"
24,"141",".88","83.18"
24,"141",".934","82.85"
24,"141",".978","82.51"
24,"141",".977","82.18"
24,"141","1","81.85"
24,"141","1.057","81.51"
24,"141","1.069","81.15"
24,"141","1.063","80.75"
24,"141","1.096","80.33"
24,"141","1.15","79.89"
24,"141","1.185","79.43"
24,"141","1.195","78.95"
24,"141","1.211","78.45"
24,"141","1.23","77.93"
24,"141","1.24","77.39"
24,"141","1.257","76.83"
24,"141","1.27","76.25"
24,"141","1.285","75.64"
24,"141","1.304","75.01"
