"HS_ID","ID","PF","LOG10K"
35,"11","2.902","-3.63"
35,"11","2.921","-3.67"
35,"11","2.944","-3.73"
35,"11","2.967","-3.78"
35,"11","2.988","-3.82"
35,"11","3.009","-3.85"
35,"11","3.03","-3.88"
35,"11","3.053","-3.9"
35,"11","3.479","-4.81"
35,"11","1.731","-.49"
35,"11","1.77","-.69"
35,"11","1.81","-.86"
35,"11","1.853","-1.04"
35,"11","1.896","-1.21"
35,"11","1.937","-1.37"
35,"11","1.976","-1.49"
35,"11","2.013","-1.59"
35,"11","2.048","-1.67"
35,"11","2.08","-1.74"
35,"11","2.111","-1.81"
35,"11","2.14","-1.88"
35,"11","2.17","-1.95"
35,"11","2.198","-2.01"
35,"11","2.226","-2.07"
35,"11","2.254","-2.14"
35,"11","2.329","-2.33"
35,"60","1.73","-.45"
35,"60","3.554","-4.65"
35,"60","1.802","-.74"
35,"60","1.835","-.87"
35,"60","1.867","-1"
35,"60","1.898","-1.11"
35,"60","1.928","-1.21"
35,"60","1.956","-1.32"
35,"60","1.983","-1.43"
35,"60","2.007","-1.54"
35,"60","2.03","-1.6"
35,"60","2.053","-1.66"
35,"60","2.074","-1.71"
35,"60","2.095","-1.77"
35,"60","2.115","-1.82"
35,"60","2.134","-1.87"
35,"60","2.154","-1.92"
35,"60","2.174","-1.97"
35,"60","2.193","-2.02"
35,"60","2.212","-2.07"
35,"60","2.231","-2.12"
35,"60","2.249","-2.16"
35,"60","2.267","-2.2"
35,"60","2.283","-2.24"
35,"60","2.297","-2.27"
35,"60","2.312","-2.3"
35,"60","2.328","-2.34"
35,"60","2.344","-2.38"
35,"60","2.361","-2.43"
35,"60","2.377","-2.47"
35,"60","2.394","-2.51"
35,"60","2.41","-2.55"
35,"60","2.427","-2.59"
35,"60","2.444","-2.63"
35,"60","2.46","-2.67"
35,"60","2.476","-2.71"
35,"60","2.492","-2.74"
35,"60","2.507","-2.78"
35,"60","2.523","-2.82"
35,"60","2.541","-2.9"
35,"60","2.558","-2.94"
35,"60","2.575","-2.94"
35,"60","2.595","-2.96"
35,"60","2.613","-3.03"
35,"60","2.63","-3.07"
35,"60","2.647","-3.11"
35,"60","2.664","-3.15"
35,"60","2.682","-3.19"
35,"60","2.702","-3.24"
35,"60","2.723","-3.3"
35,"60","2.745","-3.35"
35,"60","2.766","-3.41"
35,"60","1.767","-.59"
35,"73","2.068","-1.75"
35,"73","2.093","-1.82"
35,"73","2.117","-1.88"
35,"73","2.14","-1.95"
35,"73","2.164","-2.02"
35,"73","2.188","-2.08"
35,"73","2.212","-2.15"
35,"73","2.236","-2.21"
35,"73","2.26","-2.27"
35,"73","2.284","-2.33"
35,"73","2.306","-2.39"
35,"73","2.328","-2.44"
35,"73","2.348","-2.49"
35,"73","2.366","-2.53"
35,"73","2.385","-2.56"
35,"73","2.405","-2.61"
35,"73","2.425","-2.66"
35,"73","2.445","-2.71"
35,"73","2.465","-2.75"
35,"73","2.485","-2.8"
35,"73","2.505","-2.85"
35,"73","2.526","-2.9"
35,"73","2.546","-2.94"
35,"73","2.565","-2.98"
35,"73","2.583","-3.03"
35,"73","2.601","-3.07"
35,"73","2.619","-3.13"
35,"73","2.636","-3.19"
35,"73","2.654","-3.17"
35,"73","2.671","-3.15"
35,"73","2.688","-3.2"
35,"73","2.705","-3.24"
35,"73","2.723","-3.27"
35,"73","2.74","-3.31"
35,"73","2.758","-3.34"
35,"73","2.777","-3.38"
35,"73","2.796","-3.42"
35,"73","2.814","-3.46"
35,"73","2.833","-3.5"
35,"73","2.851","-3.55"
35,"73","2.867","-3.58"
35,"73","2.883","-3.6"
35,"73","2.901","-3.62"
35,"73","2.921","-3.65"
35,"73","2.939","-3.67"
35,"73","2.956","-3.69"
35,"73","3.488","-4.73"
35,"73","1.728","-.45"
35,"73","1.766","-.62"
35,"73","1.804","-.77"
35,"73","1.84","-.91"
35,"73","1.872","-1.03"
35,"73","1.902","-1.15"
35,"73","1.933","-1.25"
35,"73","1.962","-1.35"
35,"73","1.99","-1.46"
35,"73","2.017","-1.58"
35,"73","2.043","-1.68"
36,"20","1.747","-.75"
36,"20","3.141","-4.76"
36,"20","1.865","-1.23"
36,"20","1.921","-1.43"
36,"20","1.971","-1.59"
36,"20","2.015","-1.77"
36,"20","2.052","-1.9"
36,"20","2.082","-2.01"
36,"20","2.109","-2.1"
36,"20","2.133","-2.19"
36,"20","2.155","-2.27"
36,"20","2.173","-2.31"
36,"20","2.191","-2.37"
36,"20","2.211","-2.44"
36,"20","2.23","-2.52"
36,"20","2.249","-2.61"
36,"20","2.269","-2.69"
36,"20","2.286","-2.75"
36,"20","2.304","-2.8"
36,"20","2.321","-2.84"
36,"20","2.336","-2.87"
36,"20","2.346","-2.81"
36,"20","2.362","-2.8"
36,"20","2.385","-2.86"
36,"20","2.416","-3"
36,"20","2.445","-3.15"
36,"20","2.465","-3.27"
36,"20","2.486","-3.29"
36,"20","2.507","-3.37"
36,"20","2.529","-3.44"
36,"20","2.552","-3.5"
36,"20","2.577","-3.55"
36,"20","2.605","-3.63"
36,"20","2.638","-3.7"
36,"20","1.805","-1.02"
36,"28","2.415","-3.03"
36,"28","2.427","-3.07"
36,"28","2.441","-3.13"
36,"28","2.456","-3.16"
36,"28","2.471","-3.2"
36,"28","2.484","-3.23"
36,"28","2.498","-3.25"
36,"28","2.513","-3.29"
36,"28","2.529","-3.34"
36,"28","2.547","-3.39"
36,"28","2.565","-3.44"
36,"28","2.584","-3.48"
36,"28","2.603","-3.53"
36,"28","2.625","-3.57"
36,"28","2.648","-3.67"
36,"28","2.672","-3.68"
36,"28","2.7","-3.76"
36,"28","2.737","-3.81"
36,"28","2.792","-3.94"
36,"28","2.873","-4.14"
36,"28","3.226","-4.94"
36,"28","1.777","-.63"
36,"28","1.826","-.85"
36,"28","1.873","-1.04"
36,"28","1.916","-1.2"
36,"28","1.956","-1.35"
36,"28","1.993","-1.48"
36,"28","2.026","-1.6"
36,"28","2.056","-1.72"
36,"28","2.082","-1.82"
36,"28","2.106","-1.92"
36,"28","2.127","-2.02"
36,"28","2.148","-2.09"
36,"28","2.167","-2.17"
36,"28","2.185","-2.25"
36,"28","2.202","-2.31"
36,"28","2.22","-2.38"
36,"28","2.236","-2.44"
36,"28","2.252","-2.51"
36,"28","2.267","-2.58"
36,"28","2.282","-2.63"
36,"28","2.295","-2.67"
36,"28","2.308","-2.71"
36,"28","2.321","-2.76"
36,"28","2.335","-2.79"
36,"28","2.349","-2.85"
36,"28","2.364","-2.91"
36,"28","2.378","-2.97"
36,"28","2.39","-2.97"
36,"28","2.402","-3"
36,"63","1.852","-.92"
36,"63","3.105","-4.74"
36,"63","1.939","-1.3"
36,"63","1.98","-1.47"
36,"63","2.017","-1.65"
36,"63","2.047","-1.83"
36,"63","2.07","-1.89"
36,"63","2.093","-1.91"
36,"63","2.118","-1.97"
36,"63","2.134","-2.09"
36,"63","2.151","-2.22"
36,"63","2.173","-2.27"
36,"63","2.19","-2.28"
36,"63","2.207","-2.32"
36,"63","2.222","-2.41"
36,"63","2.239","-2.49"
36,"63","2.259","-2.59"
36,"63","2.274","-2.57"
36,"63","2.286","-2.59"
36,"63","2.299","-2.67"
36,"63","2.312","-2.68"
36,"63","2.327","-2.66"
36,"63","2.346","-2.7"
36,"63","2.364","-2.81"
36,"63","2.385","-2.91"
36,"63","2.407","-2.99"
36,"63","2.428","-3.08"
36,"63","2.449","-3.19"
36,"63","2.472","-3.24"
36,"63","2.498","-3.3"
36,"63","2.525","-3.39"
36,"63","2.552","-3.49"
36,"63","2.579","-3.59"
36,"63","2.612","-3.67"
36,"63","2.652","-3.74"
36,"63","2.699","-3.91"
36,"63","2.75","-4.1"
36,"63","1.898","-1.13"
