"HS_ID","ID","PF","LOG10K"
13,"32","2.086","-1.39"
13,"32","2.126","-1.51"
13,"32","2.163","-1.62"
13,"32","2.197","-1.72"
13,"32","2.228","-1.81"
13,"32","2.257","-1.89"
13,"32","2.285","-1.97"
13,"32","2.31","-2.06"
13,"32","2.334","-2.15"
13,"32","2.357","-2.23"
13,"32","2.379","-2.31"
13,"32","2.401","-2.38"
13,"32","2.422","-2.44"
13,"32","2.442","-2.51"
13,"32","2.462","-2.58"
13,"32","2.482","-2.64"
13,"32","2.502","-2.7"
13,"32","2.521","-2.75"
13,"32","2.54","-2.8"
13,"32","2.559","-2.85"
13,"32","2.578","-2.89"
13,"32","2.595","-2.92"
13,"32","2.611","-2.94"
13,"32","2.63","-2.97"
13,"32","2.649","-2.98"
13,"32","2.667","-3.02"
13,"32","2.687","-3.07"
13,"32","2.708","-3.15"
13,"32","2.73","-3.2"
13,"32","2.755","-3.26"
13,"32","2.783","-3.33"
13,"32","2.813","-3.39"
13,"32","2.842","-3.44"
13,"32","2.868","-3.5"
13,"32","2.894","-3.54"
13,"32","1.907","-.7"
13,"6","2.569","-2.99"
13,"6","2.588","-3.04"
13,"6","2.605","-3.08"
13,"6","2.622","-3.11"
13,"6","2.637","-3.14"
13,"6","2.653","-3.16"
13,"6","2.668","-3.18"
13,"6","2.681","-3.18"
13,"6","2.691","-3.19"
13,"6","2.701","-3.21"
13,"6","2.715","-3.22"
13,"6","2.732","-3.23"
13,"6","2.75","-3.26"
13,"6","2.77","-3.35"
13,"6","2.794","-3.42"
13,"6","2.817","-3.47"
13,"6","2.84","-3.52"
13,"6","2.861","-3.57"
13,"6","2.881","-3.61"
13,"6","2.901","-3.65"
13,"6","2.921","-3.68"
13,"6","3.443","-4.62"
13,"6","1.843","-.29"
13,"6","1.909","-.6"
13,"6","1.971","-.96"
13,"6","2.023","-1.24"
13,"6","2.068","-1.39"
13,"6","2.107","-1.52"
13,"6","2.143","-1.64"
13,"6","2.177","-1.74"
13,"6","2.208","-1.84"
13,"6","2.235","-1.92"
13,"6","2.26","-2.01"
13,"6","2.283","-2.08"
13,"6","2.305","-2.15"
13,"6","2.326","-2.22"
13,"6","2.346","-2.28"
13,"6","2.365","-2.32"
13,"6","2.382","-2.36"
13,"6","2.398","-2.42"
13,"6","2.411","-2.48"
13,"6","2.424","-2.54"
13,"6","2.44","-2.61"
13,"6","2.456","-2.67"
13,"6","2.473","-2.72"
13,"6","2.49","-2.77"
13,"6","2.508","-2.83"
13,"6","2.527","-2.88"
13,"6","2.548","-2.94"
14,"1W","1.807","-.59"
14,"1W","3.242","-4.62"
14,"1W","1.856","-.84"
14,"1W","1.876","-.94"
14,"1W","1.896","-1.03"
14,"1W","1.915","-1.13"
14,"1W","1.933","-1.22"
14,"1W","1.951","-1.32"
14,"1W","1.969","-1.42"
14,"1W","1.986","-1.51"
14,"1W","2.003","-1.61"
14,"1W","2.018","-1.7"
14,"1W","2.034","-1.78"
14,"1W","2.053","-1.84"
14,"1W","2.071","-1.91"
14,"1W","2.089","-1.98"
14,"1W","2.107","-2.04"
14,"1W","2.126","-2.11"
14,"1W","2.144","-2.17"
14,"1W","2.162","-2.23"
14,"1W","2.181","-2.29"
14,"1W","2.2","-2.35"
14,"1W","2.219","-2.41"
14,"1W","2.238","-2.47"
14,"1W","2.258","-2.52"
14,"1W","2.278","-2.58"
14,"1W","2.298","-2.63"
14,"1W","2.317","-2.69"
14,"1W","2.337","-2.74"
14,"1W","2.357","-2.79"
14,"1W","2.378","-2.84"
14,"1W","2.399","-2.89"
14,"1W","2.421","-2.94"
14,"1W","2.444","-2.98"
14,"1W","2.467","-3.03"
14,"1W","2.491","-3.08"
14,"1W","2.515","-3.12"
14,"1W","2.538","-3.16"
14,"1W","2.56","-3.21"
14,"1W","2.586","-3.25"
14,"1W","2.614","-3.35"
14,"1W","2.643","-3.41"
14,"1W","2.672","-3.44"
14,"1W","2.705","-3.52"
14,"1W","2.742","-3.63"
14,"1W","1.833","-.73"
14,"20","2.541","-3.21"
14,"20","2.565","-3.18"
14,"20","2.598","-3.32"
14,"20","2.633","-3.45"
14,"20","2.661","-3.54"
14,"20","2.689","-3.61"
14,"20","2.711","-3.64"
14,"20","2.734","-3.61"
14,"20","2.765","-3.68"
14,"20","2.8","-3.77"
14,"20","2.839","-3.89"
14,"20","2.882","-4.01"
14,"20","3.312","-4.68"
14,"20","1.7","-.79"
14,"20","1.738","-.98"
14,"20","1.776","-1.16"
14,"20","1.815","-1.29"
14,"20","1.855","-1.46"
14,"20","1.897","-1.61"
14,"20","1.937","-1.74"
14,"20","1.976","-1.87"
14,"20","2.012","-1.97"
14,"20","2.045","-2.07"
14,"20","2.075","-2.15"
14,"20","2.102","-2.22"
14,"20","2.128","-2.29"
14,"20","2.151","-2.33"
14,"20","2.175","-2.42"
14,"20","2.199","-2.5"
14,"20","2.222","-2.55"
14,"20","2.244","-2.59"
14,"20","2.266","-2.66"
14,"20","2.288","-2.72"
14,"20","2.305","-2.69"
14,"20","2.323","-2.74"
14,"20","2.344","-2.71"
14,"20","2.366","-2.76"
14,"20","2.39","-2.83"
14,"20","2.421","-2.92"
14,"20","2.452","-3.07"
14,"20","2.48","-3.17"
14,"20","2.504","-3.23"
14,"20","2.523","-3.22"
14,"8","2.143","-2.11"
14,"8","2.126","-2.06"
14,"8","2.176","-2.2"
14,"8","2.192","-2.24"
14,"8","2.206","-2.27"
14,"8","2.22","-2.3"
14,"8","2.231","-2.34"
14,"8","2.241","-2.37"
14,"8","2.253","-2.42"
14,"8","2.268","-2.46"
14,"8","2.284","-2.51"
14,"8","2.3","-2.56"
14,"8","2.318","-2.61"
14,"8","2.336","-2.67"
14,"8","2.357","-2.72"
14,"8","2.381","-2.78"
14,"8","2.404","-2.83"
14,"8","2.425","-2.87"
14,"8","2.443","-2.91"
14,"8","2.461","-2.94"
14,"8","2.478","-2.97"
14,"8","2.495","-2.99"
14,"8","2.511","-3.01"
14,"8","2.526","-3.02"
14,"8","2.536","-3.02"
14,"8","2.542","-3.02"
14,"8","2.553","-3.03"
14,"8","2.568","-3.04"
14,"8","2.584","-3.04"
14,"8","2.602","-3.13"
14,"8","2.625","-3.21"
14,"8","2.649","-3.27"
14,"8","2.668","-3.31"
14,"8","3.382","-4.72"
14,"8","1.805","-.38"
14,"8","1.827","-.51"
14,"8","1.847","-.65"
14,"8","1.865","-.76"
14,"8","1.882","-.88"
14,"8","1.9","-1"
14,"8","1.917","-1.11"
14,"8","1.934","-1.24"
14,"8","1.951","-1.36"
14,"8","1.968","-1.45"
14,"8","1.986","-1.54"
14,"8","2.005","-1.62"
14,"8","2.028","-1.71"
14,"8","2.051","-1.8"
14,"8","2.072","-1.88"
14,"8","2.091","-1.94"
14,"8","2.109","-2"
14,"8","2.16","-2.16"
15,"1W","1.778","-.51"
15,"1W","3.424","-4.43"
15,"1W","1.865","-.82"
15,"1W","1.909","-.95"
15,"1W","1.951","-1.08"
15,"1W","1.99","-1.19"
15,"1W","2.027","-1.3"
15,"1W","2.062","-1.41"
15,"1W","2.096","-1.5"
15,"1W","2.129","-1.59"
15,"1W","2.16","-1.67"
15,"1W","2.19","-1.75"
15,"1W","2.218","-1.83"
15,"1W","2.246","-1.9"
15,"1W","2.271","-1.98"
15,"1W","2.296","-2.05"
15,"1W","2.32","-2.13"
15,"1W","2.342","-2.22"
15,"1W","2.363","-2.28"
15,"1W","2.386","-2.33"
15,"1W","2.407","-2.38"
15,"1W","2.428","-2.44"
15,"1W","2.448","-2.49"
15,"1W","2.467","-2.54"
15,"1W","2.486","-2.59"
15,"1W","2.504","-2.64"
15,"1W","2.523","-2.69"
15,"1W","2.541","-2.73"
15,"1W","2.56","-2.78"
15,"1W","2.578","-2.82"
15,"1W","2.596","-2.87"
15,"1W","2.614","-2.91"
15,"1W","2.632","-2.95"
15,"1W","2.65","-2.99"
15,"1W","2.667","-3.03"
15,"1W","2.684","-3.06"
15,"1W","2.701","-3.1"
15,"1W","2.718","-3.13"
15,"1W","2.735","-3.16"
15,"1W","2.753","-3.19"
15,"1W","2.77","-3.22"
15,"1W","2.789","-3.25"
15,"1W","2.809","-3.28"
15,"1W","2.828","-3.31"
15,"1W","1.821","-.67"
15,"54","2.852","-3.39"
15,"54","2.882","-3.48"
15,"54","2.909","-3.56"
15,"54","2.934","-3.62"
15,"54","2.96","-3.66"
15,"54","3.552","-4.65"
15,"54","1.852","-.6"
15,"54","1.897","-.74"
15,"54","1.947","-.93"
15,"54","1.997","-1.14"
15,"54","2.046","-1.33"
15,"54","2.095","-1.5"
15,"54","2.143","-1.64"
15,"54","2.186","-1.75"
15,"54","2.227","-1.86"
15,"54","2.265","-1.96"
15,"54","2.301","-2.04"
15,"54","2.335","-2.15"
15,"54","2.366","-2.22"
15,"54","2.393","-2.3"
15,"54","2.418","-2.36"
15,"54","2.442","-2.4"
15,"54","2.465","-2.49"
15,"54","2.489","-2.53"
15,"54","2.513","-2.59"
15,"54","2.539","-2.65"
15,"54","2.567","-2.75"
15,"54","2.597","-2.89"
15,"54","2.624","-2.95"
15,"54","2.648","-3"
15,"54","2.67","-3.07"
15,"54","2.692","-3.13"
15,"54","2.711","-3.1"
15,"54","2.728","-3.11"
15,"54","2.748","-3.14"
15,"54","2.771","-3.17"
15,"54","2.795","-3.22"
15,"54","2.822","-3.25"
15,"54W","2.356","-2.38"
15,"54W","2.335","-2.32"
15,"54W","2.395","-2.47"
15,"54W","2.414","-2.51"
15,"54W","2.431","-2.55"
15,"54W","2.448","-2.58"
15,"54W","2.463","-2.61"
15,"54W","2.477","-2.65"
15,"54W","2.488","-2.68"
15,"54W","2.499","-2.72"
15,"54W","2.511","-2.76"
15,"54W","2.525","-2.81"
15,"54W","2.54","-2.85"
15,"54W","2.555","-2.9"
15,"54W","2.571","-2.94"
15,"54W","2.588","-2.99"
15,"54W","2.606","-3.04"
15,"54W","2.628","-3.1"
15,"54W","2.651","-3.15"
15,"54W","2.672","-3.19"
15,"54W","2.69","-3.22"
15,"54W","2.707","-3.25"
15,"54W","2.724","-3.28"
15,"54W","2.74","-3.3"
15,"54W","2.756","-3.31"
15,"54W","2.771","-3.32"
15,"54W","2.785","-3.32"
15,"54W","2.795","-3.32"
15,"54W","2.803","-3.31"
15,"54W","2.818","-3.33"
15,"54W","2.836","-3.37"
15,"54W","3.416","-4.61"
15,"54W","1.816","-.35"
15,"54W","1.855","-.61"
15,"54W","1.893","-.78"
15,"54W","1.93","-.92"
15,"54W","1.964","-1.05"
15,"54W","1.995","-1.19"
15,"54W","2.024","-1.32"
15,"54W","2.052","-1.44"
15,"54W","2.079","-1.54"
15,"54W","2.106","-1.66"
15,"54W","2.132","-1.79"
15,"54W","2.158","-1.87"
15,"54W","2.183","-1.94"
15,"54W","2.208","-2.01"
15,"54W","2.235","-2.08"
15,"54W","2.263","-2.14"
15,"54W","2.289","-2.21"
15,"54W","2.313","-2.27"
15,"54W","2.376","-2.42"
16,"1W","1.818","-.56"
16,"1W","3.66","-4.45"
16,"1W","1.922","-1.01"
16,"1W","1.97","-1.17"
16,"1W","2.011","-1.3"
16,"1W","2.048","-1.42"
16,"1W","2.081","-1.53"
16,"1W","2.111","-1.65"
16,"1W","2.14","-1.78"
16,"1W","2.166","-1.92"
16,"1W","2.19","-2.01"
16,"1W","2.217","-2.08"
16,"1W","2.241","-2.14"
16,"1W","2.264","-2.2"
16,"1W","2.287","-2.26"
16,"1W","2.308","-2.31"
16,"1W","2.329","-2.37"
16,"1W","2.349","-2.42"
16,"1W","2.369","-2.47"
16,"1W","2.389","-2.53"
16,"1W","2.407","-2.58"
16,"1W","2.426","-2.63"
16,"1W","2.443","-2.68"
16,"1W","2.461","-2.73"
16,"1W","2.478","-2.78"
16,"1W","2.495","-2.83"
16,"1W","2.512","-2.87"
16,"1W","2.529","-2.92"
16,"1W","2.546","-2.96"
16,"1W","2.564","-3"
16,"1W","2.582","-3.05"
16,"1W","2.601","-3.09"
16,"1W","2.62","-3.12"
16,"1W","2.64","-3.16"
16,"1W","2.658","-3.19"
16,"1W","2.675","-3.22"
16,"1W","2.694","-3.25"
16,"1W","2.715","-3.29"
16,"1W","2.735","-3.37"
16,"1W","2.755","-3.41"
16,"1W","2.775","-3.44"
16,"1W","2.798","-3.5"
16,"1W","2.827","-3.59"
16,"1W","2.856","-3.66"
16,"1W","1.871","-.8"
16,"44","2.429","-2.71"
16,"44","2.404","-2.65"
16,"44","2.473","-2.91"
16,"44","2.495","-2.96"
16,"44","2.517","-3"
16,"44","2.538","-3.05"
16,"44","2.558","-3.09"
16,"44","2.578","-3.13"
16,"44","2.597","-3.17"
16,"44","2.616","-3.21"
16,"44","2.635","-3.26"
16,"44","2.653","-3.3"
16,"44","2.671","-3.33"
16,"44","2.689","-3.37"
16,"44","2.707","-3.41"
16,"44","2.725","-3.45"
16,"44","2.743","-3.49"
16,"44","2.76","-3.53"
16,"44","2.778","-3.57"
16,"44","2.796","-3.61"
16,"44","2.815","-3.65"
16,"44","2.834","-3.69"
16,"44","2.854","-3.73"
16,"44","2.874","-3.77"
16,"44","2.896","-3.82"
16,"44","3.32","-4.75"
16,"44","1.852","-.66"
16,"44","1.91","-.98"
16,"44","1.965","-1.21"
16,"44","2.015","-1.39"
16,"44","2.057","-1.52"
16,"44","2.093","-1.63"
16,"44","2.126","-1.73"
16,"44","2.156","-1.82"
16,"44","2.185","-1.91"
16,"44","2.212","-1.99"
16,"44","2.237","-2.07"
16,"44","2.262","-2.14"
16,"44","2.286","-2.21"
16,"44","2.308","-2.28"
16,"44","2.33","-2.35"
16,"44","2.348","-2.45"
16,"44","2.365","-2.55"
16,"44","2.383","-2.6"
16,"44","2.452","-2.8"
16,"5","3.365","-4.76"
16,"5","1.829","-.56"
16,"5","1.874","-.77"
16,"5","1.921","-.95"
16,"5","1.969","-1.13"
16,"5","2.017","-1.31"
16,"5","2.061","-1.47"
16,"5","2.102","-1.61"
16,"5","2.14","-1.81"
16,"5","2.177","-1.96"
16,"5","2.212","-2.06"
16,"5","2.244","-2.15"
16,"5","2.273","-2.23"
16,"5","2.3","-2.3"
16,"5","2.325","-2.36"
16,"5","2.35","-2.42"
16,"5","2.373","-2.47"
16,"5","2.394","-2.5"
16,"5","2.413","-2.52"
16,"5","2.431","-2.56"
16,"5","2.45","-2.62"
16,"5","2.469","-2.67"
16,"5","2.488","-2.71"
16,"5","2.509","-2.76"
16,"5","2.532","-2.87"
16,"5","2.557","-2.94"
16,"5","2.582","-3.01"
16,"5","2.606","-3.07"
16,"5","2.628","-3.12"
16,"5","2.649","-3.16"
16,"5","2.669","-3.2"
16,"5","2.687","-3.22"
16,"5","2.704","-3.23"
16,"5","2.724","-3.27"
16,"5","2.746","-3.4"
16,"5","2.77","-3.47"
16,"5","2.796","-3.53"
16,"5","2.825","-3.58"
16,"5","2.856","-3.64"
17,"1W","1.76","-.4"
17,"1W","3.663","-4.14"
17,"1W","1.876","-.79"
17,"1W","1.94","-.98"
17,"1W","2.005","-1.25"
17,"1W","2.068","-1.4"
17,"1W","2.128","-1.52"
17,"1W","2.182","-1.62"
17,"1W","2.229","-1.71"
17,"1W","2.269","-1.78"
17,"1W","2.304","-1.84"
17,"1W","2.336","-1.9"
17,"1W","2.364","-1.95"
17,"1W","2.39","-2.01"
17,"1W","2.414","-2.06"
17,"1W","2.436","-2.11"
17,"1W","2.457","-2.17"
17,"1W","2.476","-2.22"
17,"1W","2.495","-2.27"
17,"1W","2.513","-2.32"
17,"1W","2.531","-2.37"
17,"1W","2.546","-2.42"
17,"1W","2.562","-2.46"
17,"1W","2.58","-2.5"
17,"1W","2.597","-2.54"
17,"1W","2.613","-2.58"
17,"1W","2.63","-2.62"
17,"1W","2.646","-2.65"
17,"1W","2.661","-2.69"
17,"1W","2.677","-2.73"
17,"1W","2.693","-2.77"
17,"1W","2.709","-2.81"
17,"1W","2.726","-2.85"
17,"1W","2.742","-2.89"
17,"1W","2.758","-2.93"
17,"1W","2.774","-2.97"
17,"1W","2.791","-3.02"
17,"1W","2.807","-3.06"
17,"1W","2.823","-3.09"
17,"1W","2.839","-3.13"
17,"1W","2.856","-3.17"
17,"1W","2.873","-3.21"
17,"1W","2.891","-3.25"
17,"1W","2.909","-3.29"
17,"1W","2.928","-3.33"
17,"1W","2.948","-3.37"
17,"1W","2.969","-3.41"
17,"1W","2.991","-3.44"
17,"1W","1.816","-.6"
17,"23","2.41","-2.02"
17,"23","2.386","-1.96"
17,"23","2.454","-2.13"
17,"23","2.472","-2.19"
17,"23","2.489","-2.25"
17,"23","2.507","-2.35"
17,"23","2.523","-2.43"
17,"23","2.54","-2.45"
17,"23","2.557","-2.47"
17,"23","2.574","-2.52"
17,"23","2.593","-2.59"
17,"23","2.612","-2.67"
17,"23","2.631","-2.72"
17,"23","2.651","-2.77"
17,"23","2.669","-2.81"
17,"23","2.686","-2.85"
17,"23","2.703","-2.89"
17,"23","2.719","-2.93"
17,"23","2.735","-2.96"
17,"23","2.75","-2.98"
17,"23","2.766","-3.01"
17,"23","2.781","-3.02"
17,"23","2.795","-3.04"
17,"23","2.808","-3.05"
17,"23","2.821","-3.06"
17,"23","3.472","-4.35"
17,"23","1.726","-.39"
17,"23","1.779","-.58"
17,"23","1.834","-.76"
17,"23","1.891","-.92"
17,"23","1.949","-1.07"
17,"23","2.008","-1.21"
17,"23","2.066","-1.34"
17,"23","2.121","-1.46"
17,"23","2.173","-1.56"
17,"23","2.219","-1.64"
17,"23","2.26","-1.72"
17,"23","2.297","-1.78"
17,"23","2.33","-1.85"
17,"23","2.359","-1.9"
17,"23","2.433","-2.07"
17,"29","2.917","-3.16"
17,"29","2.932","-3.19"
17,"29","3.486","-4.72"
17,"29","1.846","-.42"
17,"29","1.908","-.74"
17,"29","1.973","-1.04"
17,"29","2.039","-1.24"
17,"29","2.103","-1.41"
17,"29","2.162","-1.54"
17,"29","2.214","-1.64"
17,"29","2.26","-1.72"
17,"29","2.3","-1.79"
17,"29","2.335","-1.86"
17,"29","2.366","-1.92"
17,"29","2.394","-1.98"
17,"29","2.42","-2.03"
17,"29","2.443","-2.09"
17,"29","2.466","-2.14"
17,"29","2.487","-2.19"
17,"29","2.507","-2.24"
17,"29","2.526","-2.29"
17,"29","2.543","-2.37"
17,"29","2.56","-2.44"
17,"29","2.578","-2.48"
17,"29","2.597","-2.5"
17,"29","2.615","-2.5"
17,"29","2.634","-2.62"
17,"29","2.654","-2.7"
17,"29","2.673","-2.74"
17,"29","2.692","-2.77"
17,"29","2.713","-2.8"
17,"29","2.736","-2.84"
17,"29","2.757","-2.87"
17,"29","2.778","-2.9"
17,"29","2.797","-2.94"
17,"29","2.815","-2.97"
17,"29","2.833","-3"
17,"29","2.851","-3.03"
17,"29","2.869","-3.06"
17,"29","2.885","-3.09"
17,"29","2.901","-3.13"
18,"101","1.829","-.45"
18,"101","3.435","-4.83"
18,"101","1.957","-.87"
18,"101","2.02","-1.07"
18,"101","2.078","-1.23"
18,"101","2.13","-1.38"
18,"101","2.175","-1.5"
18,"101","2.214","-1.61"
18,"101","2.248","-1.72"
18,"101","2.278","-1.83"
18,"101","2.305","-1.94"
18,"101","2.33","-2.06"
18,"101","2.355","-2.16"
18,"101","2.378","-2.23"
18,"101","2.401","-2.27"
18,"101","2.422","-2.31"
18,"101","2.443","-2.38"
18,"101","2.465","-2.47"
18,"101","2.488","-2.52"
18,"101","2.509","-2.57"
18,"101","2.528","-2.62"
18,"101","2.547","-2.66"
18,"101","2.566","-2.71"
18,"101","2.584","-2.75"
18,"101","2.602","-2.8"
18,"101","2.619","-2.84"
18,"101","2.637","-2.88"
18,"101","2.653","-2.92"
18,"101","2.669","-2.96"
18,"101","2.685","-3.02"
18,"101","2.702","-3.07"
18,"101","2.718","-3.12"
18,"101","2.734","-3.16"
18,"101","2.751","-3.2"
18,"101","2.771","-3.24"
18,"101","2.792","-3.28"
18,"101","2.812","-3.33"
18,"101","2.831","-3.37"
18,"101","2.851","-3.41"
18,"101","2.871","-3.46"
18,"101","2.89","-3.5"
18,"101","2.909","-3.54"
18,"101","2.928","-3.58"
18,"101","2.948","-3.64"
18,"101","1.893","-.66"
18,"1W","2.479","-2.25"
18,"1W","2.5","-2.33"
18,"1W","2.519","-2.41"
18,"1W","2.537","-2.47"
18,"1W","2.557","-2.52"
18,"1W","2.577","-2.57"
18,"1W","2.595","-2.62"
18,"1W","2.612","-2.67"
18,"1W","2.629","-2.72"
18,"1W","2.646","-2.76"
18,"1W","2.662","-2.8"
18,"1W","2.678","-2.85"
18,"1W","2.694","-2.89"
18,"1W","2.71","-2.93"
18,"1W","2.726","-2.97"
18,"1W","2.742","-3.02"
18,"1W","2.758","-3.06"
18,"1W","2.773","-3.1"
18,"1W","2.789","-3.13"
18,"1W","2.803","-3.17"
18,"1W","2.818","-3.21"
18,"1W","2.834","-3.24"
18,"1W","2.849","-3.27"
18,"1W","2.865","-3.3"
18,"1W","2.881","-3.33"
18,"1W","2.898","-3.36"
18,"1W","2.916","-3.39"
18,"1W","2.935","-3.42"
18,"1W","2.953","-3.44"
18,"1W","2.971","-3.46"
18,"1W","2.987","-3.48"
18,"1W","3.453","-4.49"
18,"1W","1.997","-.54"
18,"1W","2.065","-.97"
18,"1W","2.127","-1.21"
18,"1W","2.179","-1.38"
18,"1W","2.223","-1.5"
18,"1W","2.262","-1.6"
18,"1W","2.296","-1.69"
18,"1W","2.328","-1.78"
18,"1W","2.357","-1.85"
18,"1W","2.384","-1.93"
18,"1W","2.41","-2.01"
18,"1W","2.434","-2.09"
18,"1W","2.457","-2.17"
18,"73","1.744","-.3"
18,"73","3.525","-4.39"
18,"73","1.874","-.72"
18,"73","1.942","-.91"
18,"73","2.01","-1.08"
18,"73","2.073","-1.22"
18,"73","2.129","-1.34"
18,"73","2.179","-1.45"
18,"73","2.222","-1.55"
18,"73","2.261","-1.63"
18,"73","2.296","-1.71"
18,"73","2.328","-1.79"
18,"73","2.357","-1.86"
18,"73","2.385","-1.93"
18,"73","2.41","-2"
18,"73","2.433","-2.06"
18,"73","2.454","-2.13"
18,"73","2.472","-2.22"
18,"73","2.489","-2.31"
18,"73","2.507","-2.37"
18,"73","2.527","-2.41"
18,"73","2.546","-2.43"
18,"73","2.566","-2.53"
18,"73","2.586","-2.67"
18,"73","2.606","-2.72"
18,"73","2.625","-2.76"
18,"73","2.646","-2.81"
18,"73","2.668","-2.86"
18,"73","2.69","-2.9"
18,"73","2.71","-2.94"
18,"73","2.728","-2.98"
18,"73","2.746","-3.02"
18,"73","2.764","-3.05"
18,"73","2.781","-3.09"
18,"73","2.797","-3.13"
18,"73","2.813","-3.16"
18,"73","2.829","-3.2"
18,"73","2.843","-3.23"
18,"73","2.857","-3.26"
18,"73","1.807","-.53"
19,"27","2.709","-2.91"
19,"27","2.72","-2.93"
19,"27","2.731","-2.97"
19,"27","2.743","-3"
19,"27","2.754","-3.02"
19,"27","2.765","-3.03"
19,"27","3.431","-4.46"
19,"27","1.526","-.21"
19,"27","1.569","-.25"
19,"27","1.617","-.33"
19,"27","1.668","-.42"
19,"27","1.72","-.51"
19,"27","1.776","-.65"
19,"27","1.834","-.86"
19,"27","1.895","-1.03"
19,"27","1.956","-1.18"
19,"27","2.015","-1.31"
19,"27","2.068","-1.41"
19,"27","2.115","-1.5"
19,"27","2.157","-1.58"
19,"27","2.195","-1.64"
19,"27","2.231","-1.71"
19,"27","2.263","-1.77"
19,"27","2.293","-1.83"
19,"27","2.32","-1.89"
19,"27","2.346","-1.95"
19,"27","2.369","-2.01"
19,"27","2.392","-2.07"
19,"27","2.412","-2.13"
19,"27","2.432","-2.2"
19,"27","2.452","-2.29"
19,"27","2.471","-2.38"
19,"27","2.488","-2.43"
19,"27","2.505","-2.45"
19,"27","2.522","-2.49"
19,"27","2.538","-2.54"
19,"27","2.553","-2.59"
19,"27","2.568","-2.62"
19,"27","2.584","-2.65"
19,"27","2.598","-2.69"
19,"27","2.613","-2.72"
19,"27","2.627","-2.75"
19,"27","2.64","-2.78"
19,"27","2.654","-2.8"
19,"27","2.667","-2.83"
19,"27","2.681","-2.86"
19,"27","2.695","-2.89"
19,"60","1.786","-.44"
19,"60","3.437","-5.33"
19,"60","1.89","-.84"
19,"60","1.944","-1.02"
19,"60","1.997","-1.19"
19,"60","2.047","-1.33"
19,"60","2.094","-1.45"
19,"60","2.136","-1.55"
19,"60","2.173","-1.65"
19,"60","2.207","-1.75"
19,"60","2.238","-1.86"
19,"60","2.268","-1.96"
19,"60","2.296","-2.04"
19,"60","2.322","-2.1"
19,"60","2.346","-2.14"
19,"60","2.369","-2.19"
19,"60","2.391","-2.27"
19,"60","2.413","-2.35"
19,"60","2.435","-2.4"
19,"60","2.455","-2.44"
19,"60","2.474","-2.48"
19,"60","2.492","-2.53"
19,"60","2.51","-2.57"
19,"60","2.527","-2.6"
19,"60","2.544","-2.64"
19,"60","2.56","-2.68"
19,"60","2.577","-2.71"
19,"60","2.592","-2.74"
19,"60","2.606","-2.77"
19,"60","2.62","-2.8"
19,"60","2.634","-2.84"
19,"60","2.648","-2.88"
19,"60","2.661","-2.92"
19,"60","2.674","-2.94"
19,"60","2.688","-2.97"
19,"60","2.703","-2.99"
19,"60","2.718","-3.02"
19,"60","2.732","-3.04"
19,"60","2.745","-3.06"
19,"60","2.755","-3.07"
19,"60","1.837","-.64"
19,"71","2.452","-2.29"
19,"71","2.432","-2.2"
19,"71","2.488","-2.43"
19,"71","2.505","-2.45"
19,"71","2.522","-2.49"
19,"71","2.538","-2.54"
19,"71","2.553","-2.59"
19,"71","2.568","-2.62"
19,"71","2.584","-2.65"
19,"71","2.598","-2.69"
19,"71","2.613","-2.72"
19,"71","2.627","-2.75"
19,"71","2.64","-2.78"
19,"71","2.654","-2.8"
19,"71","2.667","-2.83"
19,"71","2.681","-2.86"
19,"71","2.695","-2.89"
19,"71","2.709","-2.91"
19,"71","2.72","-2.93"
19,"71","2.731","-2.97"
19,"71","2.743","-3"
19,"71","2.754","-3.02"
19,"71","2.765","-3.03"
19,"71","3.431","-4.46"
19,"71","1.526","-.21"
19,"71","1.569","-.25"
19,"71","1.617","-.33"
19,"71","1.668","-.42"
19,"71","1.72","-.51"
19,"71","1.776","-.65"
19,"71","1.834","-.86"
19,"71","1.895","-1.03"
19,"71","1.956","-1.18"
19,"71","2.015","-1.31"
19,"71","2.068","-1.41"
19,"71","2.115","-1.5"
19,"71","2.157","-1.58"
19,"71","2.195","-1.64"
19,"71","2.231","-1.71"
19,"71","2.263","-1.77"
19,"71","2.293","-1.83"
19,"71","2.32","-1.89"
19,"71","2.346","-1.95"
19,"71","2.369","-2.01"
19,"71","2.392","-2.07"
19,"71","2.412","-2.13"
19,"71","2.471","-2.38"
20,"27","2.534","-2.51"
20,"27","2.548","-2.54"
20,"27","2.565","-2.58"
20,"27","2.584","-2.63"
20,"27","2.6","-2.69"
20,"27","2.616","-2.79"
20,"27","2.63","-2.83"
20,"27","2.646","-2.86"
20,"27","2.66","-2.88"
20,"27","2.674","-2.91"
20,"27","2.688","-2.94"
20,"27","2.701","-2.97"
20,"27","2.714","-2.99"
20,"27","2.726","-3.02"
20,"27","2.737","-3.04"
20,"27","2.749","-3.06"
20,"27","2.761","-3.09"
20,"27","3.473","-4.64"
20,"27","1.868","-.31"
20,"27","1.924","-.57"
20,"27","1.98","-.86"
20,"27","2.035","-1.17"
20,"27","2.087","-1.35"
20,"27","2.137","-1.49"
20,"27","2.181","-1.6"
20,"27","2.22","-1.7"
20,"27","2.254","-1.78"
20,"27","2.285","-1.85"
20,"27","2.313","-1.92"
20,"27","2.338","-1.98"
20,"27","2.362","-2.04"
20,"27","2.385","-2.09"
20,"27","2.406","-2.15"
20,"27","2.426","-2.19"
